"id"	"url"	"name"	"species"	"revision"	"authors"	"last"	"communities"	"ontologies"
"WP537"	"https://www.wikipathways.org/index.php/Pathway:WP537"	"Translation factors"	"Drosophila melanogaster"	"116932"	"Kdahlquist, MaintBot, Ddigles, Khanspers, Mkutmon, Egonw, Eweitz"	2021-05-16	""	"- id: PW:0000101|,|  value: translation pathway|,|  type: Pathway Ontology"
"WP97"	"https://www.wikipathways.org/index.php/Pathway:WP97"	"Wnt signaling pathway"	"Drosophila melanogaster"	"116933"	"A.J.Carolo, MaintBot, Thomas, Ddigles, Khanspers, Egonw, Eweitz"	2021-05-16	""	"- id: PW:0000008|,|  value: Wnt signaling pathway|,|  type: Pathway Ontology"
"WP142"	"https://www.wikipathways.org/index.php/Pathway:WP142"	"mRNA processing"	"Drosophila melanogaster"	"106090"	"Nsalomonis, MaintBot, Khanspers, Ddigles"	2019-08-16	""	"- id: PW:0001073|,|  value: spliceosome pathway|,|  type: Pathway Ontology"
"WP414"	"https://www.wikipathways.org/index.php/Pathway:WP414"	"Cell cycle and cell division"	"Saccharomyces cerevisiae"	"117274"	"Nsalomonis, MaintBot, BruceConklin, MartijnVanIersel, StephanieWiddison, Christine Chichester, Egonw, Mkutmon, Khanspers, AdoBioInfo, Eweitz"	2021-05-20	""	"- id: PW:0000086 |,|  value: cell cycle pathway, mitotic|,|  type: Pathway Ontology"
"WP13"	"https://www.wikipathways.org/index.php/Pathway:WP13"	"DNA replication"	"Saccharomyces cerevisiae"	"117289"	"Kdahlquist, MaintBot, D.Koren, Thomas, Christine Chichester, Egonw, Khanspers, Eweitz"	2021-05-20	""	"- id: PW:0000098|,|  value: DNA replication pathway|,|  type: Pathway Ontology"
"WP510"	"https://www.wikipathways.org/index.php/Pathway:WP510"	"MAPK signaling pathway"	"Saccharomyces cerevisiae"	"117311"	"Nsalomonis, MaintBot, BruceConklin, Shigeta, Thomas, Michiel, Ddigles, Egonw, Nuno, Khanspers, AlexanderPico, Finterly, Eweitz"	2021-05-20	""	"- id: PW:0000007|,|  value: mitogen activated protein kinase signaling pathway|,|  type: Pathway Ontology"
"WP425"	"https://www.wikipathways.org/index.php/Pathway:WP425"	"Eukaryotic transcription initiation"	"Saccharomyces cerevisiae"	"117292"	"Nsalomonis, MaintBot, Thomas, Christine Chichester, Eweitz"	2021-05-20	""	"- id: PW:0000100|,|  value: transcription pathway|,|  type: Pathway Ontology"
"WP264"	"https://www.wikipathways.org/index.php/Pathway:WP264"	"Acetylcholine synthesis"	"Caenorhabditis elegans"	"117857"	"A.Kwa, MaintBot, Thomas, Cgrove, Christine Chichester, Mkutmon, Fehrhart, Eweitz"	2021-05-23	"WormBase_Approved"	"- id: PW:0000408|,|  value: acetylcholine metabolic pathway|,|  type: Pathway Ontology"
"WP126"	"https://www.wikipathways.org/index.php/Pathway:WP126"	"Fatty acid beta-oxidation 1"	"Caenorhabditis elegans"	"118473"	"Nsalomonis, MaintBot, Evelo, C.Redfern, Christine Chichester, Timverbruggen, Eweitz, DeSl"	2021-05-27	"Lipids"	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology|;|- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP148"	"https://www.wikipathways.org/index.php/Pathway:WP148"	"Fatty acid beta-oxidation 2"	"Caenorhabditis elegans"	"118547"	"Nsalomonis, MaintBot, Evelo, C.Redfern, Mkutmon, Christine Chichester, Eweitz, Fehrhart, DeSl"	2021-05-28	"Lipids"	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology|;|- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP499"	"https://www.wikipathways.org/index.php/Pathway:WP499"	"Fatty acid beta-oxidation 3"	"Caenorhabditis elegans"	"118552"	"Nsalomonis, MaintBot, Evelo, C.Redfern, Christine Chichester, Eweitz, Fehrhart, DeSl"	2021-05-28	"Lipids"	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP209"	"https://www.wikipathways.org/index.php/Pathway:WP209"	"Fatty acid beta-oxidation meta-pathway"	"Caenorhabditis elegans"	"118916"	"Nsalomonis, MaintBot, Evelo, C.Redfern, Khanspers, Christine Chichester, Egonw, Eweitz, Mkutmon"	2021-06-04	""	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP38"	"https://www.wikipathways.org/index.php/Pathway:WP38"	"Fatty acid biosynthesis"	"Caenorhabditis elegans"	"118560"	"Kdahlquist, MaintBot, Evelo, Egonw, Christine Chichester, L Dupuis, Eweitz, Fehrhart, DeSl"	2021-05-28	"Lipids"	"- id: PW:0000029|,|  value: fatty acid biosynthetic pathway|,|  type: Pathway Ontology"
"WP436"	"https://www.wikipathways.org/index.php/Pathway:WP436"	"Glycogen metabolism"	"Caenorhabditis elegans"	"118434"	"Kdahlquist, MaintBot, AlexanderPico, Christine Chichester, Mkutmon, Eweitz, Fehrhart"	2021-05-27	""	"- id: PW:0000533|,|  value: glycogen metabolic pathway|,|  type: Pathway Ontology"
"WP76"	"https://www.wikipathways.org/index.php/Pathway:WP76"	"TCA cycle"	"Caenorhabditis elegans"	"118332"	"Kdahlquist, MaintBot, N.Fidelman, Ewormbaser, Andra, Egonw, Ddigles, L Dupuis, Eweitz, Ziska"	2021-05-27	""	"- id: PW:0000026|,|  value: citrate cycle pathway|,|  type: Pathway Ontology"
"WP448"	"https://www.wikipathways.org/index.php/Pathway:WP448"	"Mitochondrial long chain fatty acid beta-oxidation"	"Caenorhabditis elegans"	"118575"	"N.Reyes, MaintBot, Ddigles, Eweitz, Ziska, DeSl"	2021-05-28	"Lipids"	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP312"	"https://www.wikipathways.org/index.php/Pathway:WP312"	"Pentose phosphate pathway"	"Caenorhabditis elegans"	"118464"	"Kdahlquist, MaintBot, Ddigles, Eweitz, Ziska"	2021-05-27	""	"- id: PW:0000045|,|  value: pentose phosphate pathway|,|  type: Pathway Ontology"
"WP427"	"https://www.wikipathways.org/index.php/Pathway:WP427"	"Ketone bodies synthesis and degradation"	"Caenorhabditis elegans"	"118592"	"N.Reyes, MaintBot, Thomas, Ddigles, Egonw, Khanspers, Eweitz"	2021-05-28	""	"- id: PW:0000069|,|  value: ketone bodies metabolic pathway|,|  type: Pathway Ontology"
"WP212"	"https://www.wikipathways.org/index.php/Pathway:WP212"	"Triacylglyceride synthesis"	"Caenorhabditis elegans"	"118568"	"Evelo, MaintBot, Ddigles, Eweitz, Ziska, DeSl"	2021-05-28	"Lipids"	"- id: PW:0000736|,|  value: triacylglycerol biosynthetic pathway|,|  type: Pathway Ontology"
"WP471"	"https://www.wikipathways.org/index.php/Pathway:WP471"	"Beta-oxidation of unsaturated fatty acids"	"Caenorhabditis elegans"	"118555"	"Evelo, MaintBot, Christine Chichester, L Dupuis, Khanspers, Egonw, Eweitz, DeSl"	2021-05-28	"Lipids"	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP125"	"https://www.wikipathways.org/index.php/Pathway:WP125"	"Biogenic amine synthesis"	"Drosophila melanogaster"	"116914"	"AlexanderPico, MaintBot, Thomas, Egonw, Christine Chichester, Mkutmon, Krasin, Elisson nl, Eweitz"	2021-05-15	""	"- id: PW:0001234 |,|  value: biogenic amine biosynthetic pathway|,|  type: Pathway Ontology"
"WP542"	"https://www.wikipathways.org/index.php/Pathway:WP542"	"Electron transport chain"	"Drosophila melanogaster"	"116915"	"Kdahlquist, MaintBot, AlexanderPico, Khanspers, FerryJagers, Christine Chichester, Mkutmon, L Dupuis, Egonw, Eweitz"	2021-05-15	""	"- id: PW:0000034|,|  value: electron transport chain pathway|,|  type: Pathway Ontology"
"WP39"	"https://www.wikipathways.org/index.php/Pathway:WP39"	"Fatty acid beta-oxidation 1"	"Drosophila melanogaster"	"118919"	"Nsalomonis, MaintBot, Evelo, C.Redfern, Egonw, Christine Chichester, Eweitz, Mkutmon"	2021-06-04	""	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP25"	"https://www.wikipathways.org/index.php/Pathway:WP25"	"Fatty acid beta-oxidation 3"	"Drosophila melanogaster"	"118917"	"Nsalomonis, MaintBot, Evelo, C.Redfern, Egonw, Christine Chichester, Eweitz, Mkutmon"	2021-06-04	""	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP443"	"https://www.wikipathways.org/index.php/Pathway:WP443"	"Beta-oxidation meta-pathway"	"Drosophila melanogaster"	"118915"	"Nsalomonis, MaintBot, Evelo, C.Redfern, Christine Chichester, Khanspers, Eweitz, Mkutmon"	2021-06-04	""	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP568"	"https://www.wikipathways.org/index.php/Pathway:WP568"	"Fatty acid biosynthesis"	"Drosophila melanogaster"	"116920"	"Kdahlquist, MaintBot, Evelo, Christine Chichester, Egonw, Andra, DeSl, L Dupuis, Finterly, Eweitz"	2021-05-16	""	"- id: PW:0000029|,|  value: fatty acid biosynthetic pathway|,|  type: Pathway Ontology"
"WP144"	"https://www.wikipathways.org/index.php/Pathway:WP144"	"Glycolysis and gluconeogenesis"	"Drosophila melanogaster"	"116921"	"Kdahlquist, MaintBot, N.Fidelman, Egonw, Christine Chichester, L Dupuis, DeSl, Eweitz"	2021-05-16	""	"- id: PW:0000025|,|  value: glycolysis/gluconeogenesis pathway|,|  type: Pathway Ontology"
"WP269"	"https://www.wikipathways.org/index.php/Pathway:WP269"	"Heme biosynthesis"	"Drosophila melanogaster"	"116923"	"Kdahlquist, MaintBot, Mills42, Christine Chichester, Egonw, Mkutmon, Eweitz"	2021-05-16	""	"- id: PW:0000218|,|  value: heme biosynthetic pathway|,|  type: Pathway Ontology"
"WP406"	"https://www.wikipathways.org/index.php/Pathway:WP406"	"Mitochondrial long chain fatty acid beta-oxidation"	"Drosophila melanogaster"	"116926"	"N.Reyes, MaintBot, Ddigles, Eweitz"	2021-05-16	""	"- id: PW:0000738|,|  value: fatty acid beta degradation pathway|,|  type: Pathway Ontology"
"WP101"	"https://www.wikipathways.org/index.php/Pathway:WP101"	"Synthesis and degradation of ketone bodies"	"Drosophila melanogaster"	"116930"	"N.Reyes, MaintBot, Thomas, Ddigles, Khanspers, Eweitz"	2021-05-16	""	"- id: PW:0000069|,|  value: ketone bodies metabolic pathway|,|  type: Pathway Ontology"
"WP224"	"https://www.wikipathways.org/index.php/Pathway:WP224"	"Aerobic glycerol catabolism"	"Saccharomyces cerevisiae"	"117270"	"M.Braymer, MaintBot, Egonw, Mkutmon, Ariutta, Eweitz"	2021-05-20	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP328"	"https://www.wikipathways.org/index.php/Pathway:WP328"	"Allantoin degradation"	"Saccharomyces cerevisiae"	"117271"	"M.Braymer, MaintBot, Michiel, Egonw, Mkutmon, Khanspers, Eweitz"	2021-05-20	""	"- id: PW:0000036|,|  value: nitrogen metabolic pathway|,|  type: Pathway Ontology"
"WP575"	"https://www.wikipathways.org/index.php/Pathway:WP575"	"Anaerobic respiration"	"Saccharomyces cerevisiae"	"89136"	"J.Heckman, MaintBot, Mkutmon, Egonw, Ariutta"	2016-08-22	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP275"	"https://www.wikipathways.org/index.php/Pathway:WP275"	"Arginine biosynthesis"	"Saccharomyces cerevisiae"	"117272"	"M.Braymer, MaintBot, Mkutmon, Christine Chichester, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0001260|,|  value: arginine biosynthetic pathway|,|  type: Pathway Ontology"
"WP54"	"https://www.wikipathways.org/index.php/Pathway:WP54"	"Arginine degradation"	"Saccharomyces cerevisiae"	"89653"	"J.Heckman, MaintBot, Mkutmon, Egonw, Christine Chichester"	2016-09-23	""	"- id: PW:0001261 |,|  value: arginine degradation pathway|,|  type: Pathway Ontology"
"WP67"	"https://www.wikipathways.org/index.php/Pathway:WP67"	"Asparagine biosynthesis"	"Saccharomyces cerevisiae"	"117278"	"M.Braymer, MaintBot, Mkutmon, Egonw, Christine Chichester, Eweitz"	2021-05-20	""	"- id: PW:0001083|,|  value: asparagine metabolic pathway|,|  type: Pathway Ontology"
"WP432"	"https://www.wikipathways.org/index.php/Pathway:WP432"	"Asparagine degradation"	"Saccharomyces cerevisiae"	"89547"	"J.Heckman, MaintBot, Mkutmon, Christine Chichester"	2016-09-16	""	"- id: PW:0001083|,|  value: asparagine metabolic pathway|,|  type: Pathway Ontology"
"WP280"	"https://www.wikipathways.org/index.php/Pathway:WP280"	"Carbon monoxide dehydrogenase pathway"	"Saccharomyces cerevisiae"	"89704"	"J.Heckman, MaintBot, Egonw, Mkutmon, Ariutta"	2016-09-27	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP132"	"https://www.wikipathways.org/index.php/Pathway:WP132"	"Cholesterol biosynthesis"	"Saccharomyces cerevisiae"	"117277"	"M.Lieberman, MaintBot, N.Mantei, Thomas, Christine Chichester, Egonw, Eveline1705, Khanspers, Eweitz"	2021-05-20	""	"- id: PW:0000454|,|  value: cholesterol biosynthetic pathway|,|  type: Pathway Ontology"
"WP121"	"https://www.wikipathways.org/index.php/Pathway:WP121"	"Colanic acid building blocks biosynthesis"	"Saccharomyces cerevisiae"	"117276"	"M.Braymer, MaintBot, Egonw, Ariutta, DeSl, Eweitz"	2021-05-20	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP256"	"https://www.wikipathways.org/index.php/Pathway:WP256"	"Cysteine biosynthesis from homoserine"	"Saccharomyces cerevisiae"	"117279"	"M.Braymer, MaintBot, Egonw, Mkutmon, Susan, DeSl, AlexanderPico, Eweitz"	2021-05-20	""	"- id: PW:0000049|,|  value: cysteine metabolic pathway|,|  type: Pathway Ontology"
"WP219"	"https://www.wikipathways.org/index.php/Pathway:WP219"	"Cytoplasmic tRNA synthetases"	"Saccharomyces cerevisiae"	"117282"	"M.Braymer, MaintBot, Christine Chichester, Eweitz"	2021-05-20	""	"- id: PW:0001159|,|  value: aminoacyl-tRNA biosynthetic pathway|,|  type: Pathway Ontology"
"WP203"	"https://www.wikipathways.org/index.php/Pathway:WP203"	"De novo biosynthesis of purine nucleotides"	"Saccharomyces cerevisiae"	"118180"	"M.Braymer, MaintBot, Christine Chichester, Egonw, Mkutmon, Eweitz"	2021-05-25	""	"- id: PW:0000867|,|  value: de novo purine biosynthetic pathway|,|  type: Pathway Ontology"
"WP36"	"https://www.wikipathways.org/index.php/Pathway:WP36"	"De novo biosynthesis of pyrimidine deoxyribonucleotides"	"Saccharomyces cerevisiae"	"117280"	"M.Braymer, MaintBot, Egonw, Mkutmon, Susan, Eweitz"	2021-05-20	""	"- id: PW:0000862|,|  value: de novo pyrimidine biosynthetic pathway|,|  type: Pathway Ontology"
"WP92"	"https://www.wikipathways.org/index.php/Pathway:WP92"	"De novo biosynthesis of pyrimidine ribonucleotides"	"Saccharomyces cerevisiae"	"117290"	"M.Braymer, MaintBot, Egonw, Susan, Eweitz"	2021-05-20	""	"- id: PW:0000862|,|  value: de novo pyrimidine biosynthetic pathway|,|  type: Pathway Ontology"
"WP541"	"https://www.wikipathways.org/index.php/Pathway:WP541"	"De novo NAD biosynthesis"	"Saccharomyces cerevisiae"	"117291"	"M.Braymer, MaintBot, Christine Chichester, Egonw, Khanspers, Eweitz"	2021-05-20	""	"- id: PW:0001276|,|  value: de novo nicotinamide adenine dinucleotide biosynthetic pathway|,|  type: Pathway Ontology"
"WP228"	"https://www.wikipathways.org/index.php/Pathway:WP228"	"Deoxyribose phosphate metabolism"	"Saccharomyces cerevisiae"	"109414"	"J.Heckman, MaintBot, Egonw, Susan, IreneHemel, L Dupuis"	2020-03-16	""	"- id: PW:0000875|,|  value: deoxyribonucleotide metabolic pathway|,|  type: Pathway Ontology"
"WP27"	"https://www.wikipathways.org/index.php/Pathway:WP27"	"Phenylalanine, tyrosine, and tryptophan biosynthesis"	"Saccharomyces cerevisiae"	"117323"	"J.Heckman, MaintBot, Egonw, Ddigles, Mkutmon, DeSl, Khanspers, Fehrhart, L Dupuis, Eweitz"	2021-05-20	""	"- id: PW:0000075 |,|  value: phenylalanine, tyrosine and tryptophan biosynthetic pathway|,|  type: Pathway Ontology"
"WP137"	"https://www.wikipathways.org/index.php/Pathway:WP137"	"Fatty acid biosynthesis, initial steps"	"Saccharomyces cerevisiae"	"117288"	"M.Braymer, MaintBot, Christine Chichester, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0000029|,|  value: fatty acid biosynthetic pathway|,|  type: Pathway Ontology"
"WP380"	"https://www.wikipathways.org/index.php/Pathway:WP380"	"Fatty acid elongation, saturated"	"Saccharomyces cerevisiae"	"117293"	"M.Braymer, MaintBot, Christine Chichester, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0000029|,|  value: fatty acid biosynthetic pathway|,|  type: Pathway Ontology"
"WP16"	"https://www.wikipathways.org/index.php/Pathway:WP16"	"Fatty acid elongation, unsaturated"	"Saccharomyces cerevisiae"	"117287"	"M.Braymer, MaintBot, Egonw, Christine Chichester, Eweitz"	2021-05-20	""	"- id: PW:0000029|,|  value: fatty acid biosynthetic pathway|,|  type: Pathway Ontology"
"WP91"	"https://www.wikipathways.org/index.php/Pathway:WP91"	"Fatty acid oxidation"	"Saccharomyces cerevisiae"	"107031"	"J.Heckman, MaintBot, MartijnVanIersel, Egonw, Christine Chichester"	2019-09-17	""	"- id: PW:0000642|,|  value: fatty acid degradation pathway|,|  type: Pathway Ontology"
"WP377"	"https://www.wikipathways.org/index.php/Pathway:WP377"	"Meiotic recombination genes"	"Saccharomyces cerevisiae"	"117286"	"MaintBot, AlexanderPico, Eweitz"	2021-05-20	""	"- id: PW:0000004|,|  value: regulatory pathway|,|  type: Pathway Ontology|;|- id: PW:0001318|,|  value: cell cycle pathway, meiotic|,|  type: Pathway Ontology"
"WP156"	"https://www.wikipathways.org/index.php/Pathway:WP156"	"Gluconeogenesis"	"Saccharomyces cerevisiae"	"102416"	"J.Heckman, MaintBot, Thomas, Christine Chichester, Egonw, DeSl"	2018-12-23	""	"- id: PW:0000641|,|  value: gluconeogenesis pathway|,|  type: Pathway Ontology"
"WP77"	"https://www.wikipathways.org/index.php/Pathway:WP77"	"Glutamate biosynthesis"	"Saccharomyces cerevisiae"	"89655"	"J.Heckman, MaintBot, Egonw, Christine Chichester, Mkutmon"	2016-09-23	""	"- id: PW:0001262 |,|  value: glutamic acid/glutamate biosynthetic pathway|,|  type: Pathway Ontology"
"WP556"	"https://www.wikipathways.org/index.php/Pathway:WP556"	"Glutamate degradation I"	"Saccharomyces cerevisiae"	"97054"	"J.Heckman, MaintBot, AlexanderPico, Christine Chichester, Egonw, Timverbruggen"	2018-04-26	""	"- id: PW:0001380|,|  value: glutamate degradation pathway I|,|  type: Pathway Ontology"
"WP503"	"https://www.wikipathways.org/index.php/Pathway:WP503"	"Glutamate degradation III"	"Saccharomyces cerevisiae"	"97401"	"J.Heckman, MaintBot, Christine Chichester, Egonw, Maxvanson, Khanspers"	2018-05-15	""	"- id: PW:0001382|,|  value: glutamate degradation pathway III|,|  type: Pathway Ontology"
"WP99"	"https://www.wikipathways.org/index.php/Pathway:WP99"	"Glutamate degradation VIII"	"Saccharomyces cerevisiae"	"97070"	"J.Heckman, MaintBot, Christine Chichester, Egonw"	2018-04-26	""	"- id: PW:0001388|,|  value: glutamate degradation pathway VIII|,|  type: Pathway Ontology"
"WP559"	"https://www.wikipathways.org/index.php/Pathway:WP559"	"Glutamate degradation VII"	"Saccharomyces cerevisiae"	"102422"	"J.Heckman, MaintBot, Christine Chichester, Egonw"	2018-12-23	""	"- id: PW:0001386|,|  value: glutamate degradation pathway VII|,|  type: Pathway Ontology"
"WP392"	"https://www.wikipathways.org/index.php/Pathway:WP392"	"Glutathione-glutaredoxin redox reaction"	"Saccharomyces cerevisiae"	"117296"	"M.Braymer, MaintBot, Christine Chichester, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0000134|,|  value: glutathione metabolic pathway|,|  type: Pathway Ontology"
"WP196"	"https://www.wikipathways.org/index.php/Pathway:WP196"	"Glutathione biosynthesis"	"Saccharomyces cerevisiae"	"117295"	"M.Braymer, MaintBot, Christine Chichester, Egonw, Khanspers, Eweitz"	2021-05-20	""	"- id: PW:0001277|,|  value: glutathione biosynthetic pathway|,|  type: Pathway Ontology"
"WP563"	"https://www.wikipathways.org/index.php/Pathway:WP563"	"Glycerol teichoic acid biosynthesis"	"Saccharomyces cerevisiae"	"117298"	"M.Braymer, MaintBot, Egonw, AlexanderPico, DeSl, Khanspers, Eweitz"	2021-05-20	""	"- id: PW:0000002|,|  value: classic metabolic pathway|,|  type: Pathway Ontology"
"WP261"	"https://www.wikipathways.org/index.php/Pathway:WP261"	"Glycine biosynthesis"	"Saccharomyces cerevisiae"	"92999"	"J.Heckman, MaintBot, Christine Chichester, Egonw, Khanspers"	2017-07-21	""	"- id: PW:0001264|,|  value: glycine biosynthetic pathway|,|  type: Pathway Ontology"
"WP345"	"https://www.wikipathways.org/index.php/Pathway:WP345"	"Glycine degradation"	"Saccharomyces cerevisiae"	"117303"	"J.Heckman, MaintBot, Christine Chichester, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0001265|,|  value: glycine degradation pathway|,|  type: Pathway Ontology"
"WP478"	"https://www.wikipathways.org/index.php/Pathway:WP478"	"Glycogen catabolism"	"Saccharomyces cerevisiae"	"117297"	"J.Heckman, MaintBot, Christine Chichester, Egonw, DeSl, Eweitz"	2021-05-20	""	"- id: PW:0000534|,|  value: glycogen degradation pathway|,|  type: Pathway Ontology"
"WP253"	"https://www.wikipathways.org/index.php/Pathway:WP253"	"Glycolysis"	"Saccharomyces cerevisiae"	"107251"	"J.Heckman, MaintBot, Christine Chichester, Egonw, DeSl, Marvin M2"	2019-09-17	""	"- id: PW:0000640|,|  value: glycolysis pathway|,|  type: Pathway Ontology"
"WP515"	"https://www.wikipathways.org/index.php/Pathway:WP515"	"Glycolysis and gluconeogenesis"	"Saccharomyces cerevisiae"	"117299"	"Kdahlquist, MaintBot, Thomas, AlexanderPico, Khanspers, Mkutmon, Egonw, DeSl, Eweitz"	2021-05-20	""	"- id: PW:0000640|,|  value: glycolysis pathway|,|  type: Pathway Ontology|;|- id: PW:0000025|,|  value: glycolysis/gluconeogenesis pathway|,|  type: Pathway Ontology|;|- id: PW:0000641|,|  value: gluconeogenesis pathway|,|  type: Pathway Ontology"
"WP260"	"https://www.wikipathways.org/index.php/Pathway:WP260"	"Glucose-1-phosphate metabolism"	"Saccharomyces cerevisiae"	"107252"	"J.Heckman, MaintBot, Christine Chichester, Egonw, DeSl, Mkutmon"	2019-09-17	""	"- id: PW:0000555|,|  value: glucose utilization pathway|,|  type: Pathway Ontology|;|- id: PW:0000558|,|  value: glucose conversion pathway|,|  type: Pathway Ontology|;|- id: PW:0000532|,|  value: glycogen biosynthetic pathway|,|  type: Pathway Ontology"
"WP514"	"https://www.wikipathways.org/index.php/Pathway:WP514"	"Histidine biosynthesis"	"Saccharomyces cerevisiae"	"117300"	"M.Braymer, MaintBot, Christine Chichester, Egonw, Mkutmon, Jeffrey Goessens, Khanspers, Eweitz"	2021-05-20	""	"- id: PW:0001266|,|  value: histidine biosynthetic pathway|,|  type: Pathway Ontology"
"WP128"	"https://www.wikipathways.org/index.php/Pathway:WP128"	"Homocysteine and cysteine interconversion"	"Saccharomyces cerevisiae"	"117301"	"M.Braymer, MaintBot, Christine Chichester, Egonw, DeSl, AlexanderPico, Eweitz"	2021-05-20	""	"- id: PW:0000049|,|  value: cysteine metabolic pathway|,|  type: Pathway Ontology"
"WP250"	"https://www.wikipathways.org/index.php/Pathway:WP250"	"Isoleucine biosynthesis"	"Saccharomyces cerevisiae"	"117307"	"M.Braymer, MaintBot, Ddigles, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0001268|,|  value: isoleucine biosynthetic pathway|,|  type: Pathway Ontology"
"WP178"	"https://www.wikipathways.org/index.php/Pathway:WP178"	"Isoleucine degradation"	"Saccharomyces cerevisiae"	"117305"	"J.Heckman, MaintBot, Ddigles, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0001269|,|  value: isoleucine degradation pathway |,|  type: Pathway Ontology"
"WP359"	"https://www.wikipathways.org/index.php/Pathway:WP359"	"Isoleucine and valine biosynthesis"	"Saccharomyces cerevisiae"	"117304"	"J.Heckman, MaintBot, Ddigles, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0000072|,|  value: valine, leucine and isoleucine biosynthetic pathway|,|  type: Pathway Ontology"
"WP198"	"https://www.wikipathways.org/index.php/Pathway:WP198"	"Isoleucine, leucine, and valine biosynthesis"	"Saccharomyces cerevisiae"	"117306"	"J.Heckman, MaintBot, Ddigles, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0000072|,|  value: valine, leucine and isoleucine biosynthetic pathway|,|  type: Pathway Ontology"
"WP490"	"https://www.wikipathways.org/index.php/Pathway:WP490"	"TCA cycle"	"Saccharomyces cerevisiae"	"117346"	"Kdahlquist, MaintBot, AlexanderPico, Khanspers, Thomas, Ddigles, Egonw, Mkutmon, DeSl, Eweitz"	2021-05-20	""	"- id: PW:0000026|,|  value: citrate cycle pathway|,|  type: Pathway Ontology"
"WP546"	"https://www.wikipathways.org/index.php/Pathway:WP546"	"Lactose degradation and galactose metabolism"	"Saccharomyces cerevisiae"	"116499"	"J.Heckman, MaintBot, Ddigles, Egonw, Khanspers, DeSl, Marvin M2, Eweitz"	2021-05-07	""	"- id: PW:0001364|,|  value: lactose degradation pathway|,|  type: Pathway Ontology|;|- id: PW:0000042|,|  value: galactose metabolic pathway|,|  type: Pathway Ontology"
"WP180"	"https://www.wikipathways.org/index.php/Pathway:WP180"	"Leucine biosynthesis"	"Saccharomyces cerevisiae"	"117308"	"M.Braymer, MaintBot, Ddigles, Egonw, Mkutmon, Eweitz"	2021-05-20	""	"- id: PW:0001270 |,|  value: leucine biosynthetic pathway|,|  type: Pathway Ontology"
"WP354"	"https://www.wikipathways.org/index.php/Pathway:WP354"	"Leucine degradation"	"Saccharomyces cerevisiae"	"117309"	"J.Heckman, MaintBot, Ddigles, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0001271|,|  value: leucine degradation pathway |,|  type: Pathway Ontology"
"WP71"	"https://www.wikipathways.org/index.php/Pathway:WP71"	"Lipases biosynthesis"	"Saccharomyces cerevisiae"	"70049"	"J.Heckman, MaintBot, Egonw, Ddigles"	2013-07-12	""	"- id: PW:0000354|,|  value: glycerophospholipid metabolic pathway|,|  type: Pathway Ontology"
"WP533"	"https://www.wikipathways.org/index.php/Pathway:WP533"	"Lysine biosynthesis"	"Saccharomyces cerevisiae"	"117310"	"M.Braymer, MaintBot, Ddigles, Egonw, Eweitz"	2021-05-20	""	"- id: PW:0000074|,|  value: lysine biosynthetic pathway|,|  type: Pathway Ontology"
"WP46"	"https://www.wikipathways.org/index.php/Pathway:WP46"	"Methionine degradation"	"Saccharomyces cerevisiae"	"117317"	"J.Heckman, MaintBot, Egonw, Ddigles, DeSl, AlexanderPico, Eweitz"	2021-05-20	""	"- id: PW:0001302|,|  value: methionine degradation pathway|,|  type: Pathway Ontology"
